destino,pais,actividad,precio,moneda,rating,viajeros,operador,email,telefono,direccion,url_actividad,fecha_scan
Punta Arenas,Chile,Visita guiada por Punta Arenas,35.000 CL$,CLP,43 opiniones,475 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/visita-guiada-punta-arenas/,2026-01-29
Punta Arenas,Chile,Excursión al faro San Isidro,80.000 CL$,CLP,21 opiniones,145 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/excursion-faro-san-isidro/,2026-01-29
Punta Arenas,Chile,Excursión al Parque Nacional Pali Aike,80.000 CL$,CLP,2 opiniones,144 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/excursion-parque-pali-aike/,2026-01-29
Punta Arenas,Chile,Avistamiento de delfines en el estrecho de Magallanes,120.000 CL$,CLP,2 opiniones,68 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/avistamiento-delfines-estrecho-magallanes/,2026-01-29
Punta Arenas,Chile,Trekking por el Monte Tarn,110.000 CL$,CLP,Sin valorar,48 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/trekking-monte-tarn/,2026-01-29
Punta Arenas,Chile,Tour por Punta Arenas para cruceros,"54.738,72 CL$",CLP,Sin valorar,17 viajeros,Yellow Penguin,diego@southexperiences.com,+5493516833119,"Razón social: DIEGO FRIEDMANN JOFFE | Domicilio Social: Siracusa 2235, Montevideo, Uruguay",https://www.civitatis.com/es/punta-arenas/tour-punta-arenas-cruceros/,2026-01-29
Punta Arenas,Chile,Paseo a caballo por la bahía de Agua Fresca,85.000 CL$,CLP,1 opinión,11 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/paseo-caballo-bahia-agua-fresca/,2026-01-29
Punta Arenas,Chile,Excursión a la isla Magdalena para cruceros,180.000 CL$,CLP,Sin valorar,28 viajeros,Rebel Viajes,marco@rebelviajes.com,+569 66688202,"Razón social: Rebel Viajes SPA | Domicilio Social: CONRADO PITTET 0451 , Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/excursion-isla-magdalena-cruceros/,2026-01-29
Punta Arenas,Chile,Paseo en barco al cabo Froward + Trekking a la Cruz de los Mares,210.000 CL$,CLP,1 opinión,53 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/barco-cabo-froward-trekking-cruz-mares/,2026-01-29
Punta Arenas,Chile,Excursión a la Antártida en avión,"6.021.259,75 CL$",CLP,Novedad,,Ryan's Travel S.a.,nico@ryanstravel.com,+ 54 9 11 3623-9112,"Razón social: RYAN'STRAVEL S.A. | Domicilio Social: Cuyo 2355, 2, Martinez, Argentina",https://www.civitatis.com/es/punta-arenas/excursion-antartida/,2026-01-29
Puerto Natales,Chile,Excursión a los glaciares Balmaceda y Serrano en barco,120.000 CL$,CLP,1 opinión,51 viajeros,Turismo Lago Grey S.a.,csepulveda@lagogrey.com,+56956878272,"Razón social: Turismo Lago Grey S.A. | Domicilio Social: Lautaro Navarro 1077, Punta Arenas, Punta Arenas, Chile",https://www.civitatis.com/es/puerto-natales/excursion-glaciares-balmaceda-serrano-barco/,2026-01-29
Puerto Natales,Chile,Trekking por el Cerro Benítez,75.000 CL$,CLP,Sin valorar,20 viajeros,Rebel Viajes,marco@rebelviajes.com,+569 66688202,"Razón social: Rebel Viajes SPA | Domicilio Social: CONRADO PITTET 0451 , Punta Arenas, Chile",https://www.civitatis.com/es/puerto-natales/trekking-cerro-benitez/,2026-01-29
Puerto Natales,Chile,Excursión al Parque Nacional Torres del Paine,80.000 CL$,CLP,164 opiniones,2.052 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/puerto-natales/excursion-torres-paine/,2026-01-29
Puerto Natales,Chile,Crucero por los glaciares de Balmaceda y Serrano + Asado magallánico,210.000 CL$,CLP,36 opiniones,554 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/puerto-natales/crucero-glaciares-balmaceda-serrano/,2026-01-29
Puerto Natales,Chile,Traslados en Puerto Natales,226.700 CL$,CLP,3 opiniones,155 viajeros,N/A,N/A,N/A,N/A,https://www.civitatis.com/es/puerto-natales/traslados/,2026-01-29
Puerto Natales,Chile,Excursión a Torres del Paine + Paseo en barco por el lago Grey,230.000 CL$,CLP,13 opiniones,367 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/puerto-natales/excursion-torres-paine-lago-grey/,2026-01-29
Puerto Natales,Chile,Trekking por las Torres del Paine,95.000 CL$,CLP,28 opiniones,481 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/puerto-natales/trekking-torres-paine/,2026-01-29
Puerto Natales,Chile,Trekking de 5 días por el Parque Nacional Torres del Paine,1.780.000 CL$,CLP,3 opiniones,8 viajeros,Patagonia Ruta7,m.angeles.cortest@gmail.com,944849339,"Razón social: María de los Ángeles Cortes Trigo | Domicilio Social: Pisagua 345, Hornopirén , Chile",https://www.civitatis.com/es/puerto-natales/trekking-5-dias-torres-paine/,2026-01-29
Puerto Natales,Chile,Excursión privada de avistamiento de pumas,840.000 CL$,CLP,Sin valorar,6 viajeros,Wildframeschile,wildframeschile@gmail.com,933870718,"Razón social: TURISMO RENT GASTON BARRAZA E.I.R.L. | Domicilio Social: Domeyko 838, Puerto Natales, Chile",https://www.civitatis.com/es/puerto-natales/avistamiento-pumas-torres-paine/,2026-01-29
Puerto Natales,Chile,Trekking por la Sierra Baguales,125.000 CL$,CLP,Sin valorar,7 viajeros,Rebel Viajes,marco@rebelviajes.com,+569 66688202,"Razón social: Rebel Viajes SPA | Domicilio Social: CONRADO PITTET 0451 , Punta Arenas, Chile",https://www.civitatis.com/es/puerto-natales/trekking-sierra-baguales/,2026-01-29
Puerto Natales,Chile,Tarjeta eSIM Civitatis Chile,"4.547,44 CL$",CLP,41 opiniones,817 viajeros,Airalo,Partnerships.Europe_CIS@airalo.com,,"Razón social: AirGSM Pte. Ltd. | Domicilio Social: 6 Raffles Boulevard, Marina Square #03-308, Singapore 039594, Singapur, Singapur",https://www.civitatis.com/es/tarjeta-esim-chile/,2026-01-29
Isla de Pascua,Chile,Excursión a Orongo y volcán Rano Kau,52.800 CL$,CLP,30 opiniones,287 viajeros,Maururu Travel,comercial@maururutravel.com,+56958734328,"Razón social: Sociedad Riroroco y Hey Ltda. | Domicilio Social: Avenida Pont s/n, rapa nui -Isla de Pascua, Chile",https://www.civitatis.com/es/isla-de-pascua/excursion-orongo-volcan-rano-kau/,2026-01-29
Isla de Pascua,Chile,Excursión a Ahu Akivi,52.800 CL$,CLP,16 opiniones,220 viajeros,Maururu Travel,comercial@maururutravel.com,+56958734328,"Razón social: Sociedad Riroroco y Hey Ltda. | Domicilio Social: Avenida Pont s/n, rapa nui -Isla de Pascua, Chile",https://www.civitatis.com/es/isla-de-pascua/excursion-ahu-akivi/,2026-01-29
Isla de Pascua,Chile,Snorkel en la playa de Ovahe,"81.853,99 CL$",CLP,Sin valorar,9 viajeros,Paikea Tours,franath20@gmail.com,982308270,"Razón social: Paikea SPA | Domicilio Social: Simon Paoa S/N, Isla de Pascua, Chile",https://www.civitatis.com/es/isla-de-pascua/snorkel-playa-ovahe/,2026-01-29
Isla de Pascua,Chile,"Excursión a Rano Raraku, Ahu Tongariki y Anakena",75.000 CL$,CLP,7 opiniones,134 viajeros,Hotumatur Rapa Nui,hotumatur.rapanui@gmail.com,+56998897762,"Razón social: ARIKINUI SPA | Domicilio Social: Taniera Teave S/N, Hanga Roa, Chile",https://www.civitatis.com/es/isla-de-pascua/excursion-rano-raraku-ahu-tongariki-anakena/,2026-01-29
Isla de Pascua,Chile,Traslados en Isla de Pascua,"120.962,01 CL$",CLP,Novedad,36 viajeros,N/A,N/A,N/A,N/A,https://www.civitatis.com/es/isla-de-pascua/traslados/,2026-01-29
Isla de Pascua,Chile,Taller de tallado de moái en madera,"90.948,88 CL$",CLP,Sin valorar,11 viajeros,Paikea Tours,franath20@gmail.com,982308270,"Razón social: Paikea SPA | Domicilio Social: Simon Paoa S/N, Isla de Pascua, Chile",https://www.civitatis.com/es/isla-de-pascua/taller-tallado-moais-madera/,2026-01-29
Isla de Pascua,Chile,"Excursión a Rano Kau, Orongo, Vinapu y Ahu Akivi",75.000 CL$,CLP,8 opiniones,114 viajeros,Hotumatur Rapa Nui,hotumatur.rapanui@gmail.com,+56998897762,"Razón social: ARIKINUI SPA | Domicilio Social: Taniera Teave S/N, Hanga Roa, Chile",https://www.civitatis.com/es/isla-de-pascua/rano-kau-orongo-vinapu-ahu-akivi/,2026-01-29
Isla de Pascua,Chile,Tour por la Isla de Pascua y la playa de Anakena,81.400 CL$,CLP,51 opiniones,447 viajeros,Maururu Travel,comercial@maururutravel.com,+56958734328,"Razón social: Sociedad Riroroco y Hey Ltda. | Domicilio Social: Avenida Pont s/n, rapa nui -Isla de Pascua, Chile",https://www.civitatis.com/es/isla-de-pascua/tour-isla-de-pascua-anakena/,2026-01-29
Isla de Pascua,Chile,Tour privado por la Isla de Pascua,"136.423,32 CL$",CLP,4 opiniones,79 viajeros,Kapua Tours & Experience,kapuatours@gmail.com,+56981552633,"Razón social: Sociedad de Servicios Financieros, Recaudación y Pagos HN Rapa Nui Limitada | Domicilio Social: Atamu Tekena s/n, Hanga Roa, Chile",https://www.civitatis.com/es/isla-de-pascua/tour-privado-isla-pascua/,2026-01-29
Isla de Pascua,Chile,Tour privado de pesca por la costa de Hanga Roa,"136.423,32 CL$",CLP,Sin valorar,5 viajeros,Kapua Tours & Experience,kapuatours@gmail.com,+56981552633,"Razón social: Sociedad de Servicios Financieros, Recaudación y Pagos HN Rapa Nui Limitada | Domicilio Social: Atamu Tekena s/n, Hanga Roa, Chile",https://www.civitatis.com/es/isla-de-pascua/pesca-costa-hanga-roa/,2026-01-29
Isla de Pascua,Chile,Tarjeta eSIM Civitatis Chile,"4.547,44 CL$",CLP,41 opiniones,817 viajeros,Airalo,Partnerships.Europe_CIS@airalo.com,,"Razón social: AirGSM Pte. Ltd. | Domicilio Social: 6 Raffles Boulevard, Marina Square #03-308, Singapore 039594, Singapur, Singapur",https://www.civitatis.com/es/tarjeta-esim-chile/,2026-01-29
Viña del Mar,Chile,Avistamiento de pingüinos en la isla Cachagua,135.000 CL$,CLP,5 opiniones,84 viajeros,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/vina-mar/avistamiento-pinguinos-isla-cachagua/,2026-01-29
Viña del Mar,Chile,Visita guiada por Viña del Mar,"27.284,66 CL$",CLP,3 opiniones,47 viajeros,Amulen Tour Ltda,contacto@amulentour.com,+56930048704,"Razón social: SERVICIO DE TURISMO AMULEN LIMITADA | Domicilio Social: Esmeralda 973 oficina 502, Valparaíso, Valparaíso, Chile",https://www.civitatis.com/es/vina-mar/visita-guiada-vina-mar/,2026-01-29
Viña del Mar,Chile,Tour por los palacios Vergara y Rioja,15.000 CL$,CLP,2 opiniones,4 viajeros,Zehndertour,aliceanb@gmail.com,+56945386408,"Razón social: Gustavo Isaac Zehnder Sady | Domicilio Social: Alonso de Ovalle 884 DP 301, Santiago de Chile, Chile",https://www.civitatis.com/es/vina-mar/tour-palacios-vergara-rioja/,2026-01-29
Viña del Mar,Chile,Sandboarding en las dunas de Concón,"54.559,32 CL$",CLP,20 opiniones,203 viajeros,Still Travelling,lanxelot@gmail.com,+56 993169793,"Razón social: Agencia de Viajes Alexander López Neira | Domicilio Social: Prat 814 oficina 503. Valparaíso, Valparaíso, Chile",https://www.civitatis.com/es/vina-mar/sandboarding-dunas-concon/,2026-01-29
Viña del Mar,Chile,"Excursión a Isla Negra, Algarrobo y Quintay",160.000 CL$,CLP,4 opiniones,72 viajeros,Valparaiso Sightseeing Tours,vstours.chile@gmail.com,972187010,"Razón social: Vincent Michel Yannick Liegard | Domicilio Social: Parcela 33, lote 28, F-240, Quintero, Valparaíso, Chile",https://www.civitatis.com/es/vina-mar/excursion-isla-negra-pueblos-valparaiso/,2026-01-29
Viña del Mar,Chile,Senderismo por el Parque Nacional La Campana,61.250 CL$,CLP,3 opiniones,11 viajeros,Swiss Eco Lodge La Linda Loma,lalindaloma@gmail.com,+56 9 4461 4836,"Razón social: Nicolas Berrios Despond | Domicilio Social: Calle La Peña s/n, Olmué, Chile",https://www.civitatis.com/es/vina-mar/senderismo-parque-campana/,2026-01-29
Viña del Mar,Chile,Tour en bicicleta por Viña del Mar y Valparaíso,"63.664,21 CL$",CLP,3 opiniones,25 viajeros,Bike Tour Viña,tourxvalpo@gmail.com,+56951594082,"Razón social: Kathleen García | Domicilio Social: Cantera 365 depto 303, Viña del Mar, Chile",https://www.civitatis.com/es/vina-mar/tour-bicicleta-vina-mar-valparaiso/,2026-01-29
Viña del Mar,Chile,Tour por el Parque Nacional La Campana con 2 noches de alojamiento,158.000 CL$,CLP,Sin valorar,,Swiss Eco Lodge La Linda Loma,lalindaloma@gmail.com,+56 9 4461 4836,"Razón social: Nicolas Berrios Despond | Domicilio Social: Calle La Peña s/n, Olmué, Chile",https://www.civitatis.com/es/vina-mar/tour-parque-campana/,2026-01-29
Viña del Mar,Chile,Free tour por los museos y palacios de Viña del Mar,¡Gratis!,CLP,20 opiniones,618 viajeros,Urbantours Spa,Chileurbantour@gmail.com,+56962152383,"Razón social: Aquino & Fernandez de la Reguera | Domicilio Social: Monjitas 550, Santiago de Chile, Chile",https://www.civitatis.com/es/vina-mar/free-tour-museos-palacios-vina-mar/,2026-01-29
Viña del Mar,Chile,Tour en bicicleta por Viña del Mar,"63.664,21 CL$",CLP,1 opinión,11 viajeros,Bike Tour Viña,tourxvalpo@gmail.com,+56951594082,"Razón social: Kathleen García | Domicilio Social: Cantera 365 depto 303, Viña del Mar, Chile",https://www.civitatis.com/es/vina-mar/tour-bicicleta-vina-mar/,2026-01-29
Viña del Mar,Chile,Tour por la costa norte de Valparaíso,150.000 CL$,CLP,Sin valorar,6 viajeros,Valparaiso Sightseeing Tours,vstours.chile@gmail.com,972187010,"Razón social: Vincent Michel Yannick Liegard | Domicilio Social: Parcela 33, lote 28, F-240, Quintero, Valparaíso, Chile",https://www.civitatis.com/es/vina-mar/tour-costa-norte-valparaiso/,2026-01-29
Viña del Mar,Chile,Tarjeta eSIM Civitatis Chile,"4.547,44 CL$",CLP,41 opiniones,817 viajeros,Airalo,Partnerships.Europe_CIS@airalo.com,,"Razón social: AirGSM Pte. Ltd. | Domicilio Social: 6 Raffles Boulevard, Marina Square #03-308, Singapore 039594, Singapur, Singapur",https://www.civitatis.com/es/tarjeta-esim-chile/,2026-01-29
Viña del Mar,Chile,Tour de Valparaíso al completo,60.000 CL$,CLP,32 opiniones,200 viajeros,Patatour Chile,info@patatourchile.com,+56994311267,"Razón social: Cristian Alonso Díaz Tapia | Domicilio Social: Rapel 1561, Villa Alemana, Chile",https://www.civitatis.com/es/valparaiso/tour-valparaiso-completo/,2026-01-29
Viña del Mar,Chile,Free tour de los miradores y paseos de Valparaíso,¡Gratis!,CLP,348 opiniones,7.383 viajeros,Urbantours Spa,Chileurbantour@gmail.com,+56962152383,"Razón social: Aquino & Fernandez de la Reguera | Domicilio Social: Monjitas 550, Santiago de Chile, Chile",https://www.civitatis.com/es/valparaiso/free-tour-ascensores-paseos-valparaiso/,2026-01-29
Viña del Mar,Chile,Clase de cocina chilena con comida,64.000 CL$,CLP,9 opiniones,52 viajeros,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/clase-cocina-chilena/,2026-01-29
Viña del Mar,Chile,Free tour por Barrio Puerto y el Cerro Concepción,¡Gratis!,CLP,174 opiniones,3.195 viajeros,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/free-tour-barrio-puerto-cerro-cordillera/,2026-01-29
Viña del Mar,Chile,Visita a una bodega del Valle de Casablanca,"136.423,32 CL$",CLP,Novedad,1 viajero,Amulen Tour Ltda,contacto@amulentour.com,+56930048704,"Razón social: SERVICIO DE TURISMO AMULEN LIMITADA | Domicilio Social: Esmeralda 973 oficina 502, Valparaíso, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/visita-bodega-valle-casablanca/,2026-01-29
Viña del Mar,Chile,Visita guiada por Valparaíso + Paseo en barco,"54.569,32 CL$",CLP,Sin valorar,2 viajeros,Amulen Tour Ltda,contacto@amulentour.com,+56930048704,"Razón social: SERVICIO DE TURISMO AMULEN LIMITADA | Domicilio Social: Esmeralda 973 oficina 502, Valparaíso, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/visita-guiada-valparaiso-paseo-barco/,2026-01-29
Viña del Mar,Chile,Tour de los ascensores de Valparaíso,30.000 CL$,CLP,26 opiniones,181 viajeros,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/tour-ascensores-valparaiso/,2026-01-29
Viña del Mar,Chile,Visita guiada por Valparaíso,30.000 CL$,CLP,21 opiniones,147 viajeros,Patatour Chile,info@patatourchile.com,+56994311267,"Razón social: Cristian Alonso Díaz Tapia | Domicilio Social: Rapel 1561, Villa Alemana, Chile",https://www.civitatis.com/es/valparaiso/visita-guiada-valparaiso/,2026-01-29
Puerto Montt,Chile,Tour por el lago Todos los Santos y Villa Peulla,31.000 CL$,CLP,11 opiniones,143 viajeros,Turistour Chile,festay@turistour.cl,+56 9 4262 3484,"Razón social: ADMINISTRADORA COMERCIAL SPA | Domicilio Social: Avenida El Golf 99, Piso 5, Las Condes, Santiago de Chile, Chile",https://www.civitatis.com/es/puerto-montt/tour-lago-todos-santos/,2026-01-29
Puerto Montt,Chile,Tour por los pueblos del lago Llanquihue,"31.386,70 CL$",CLP,11 opiniones,122 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/tour-lago-llanquihue/,2026-01-29
Puerto Montt,Chile,Excursión a Frutillar,30.240 CL$,CLP,20 opiniones,338 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/excursion-frutillar/,2026-01-29
Puerto Montt,Chile,Excursión a los Saltos de Petrohué y volcán Osorno,43.854 CL$,CLP,87 opiniones,859 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/excursion-petrohue-osorno/,2026-01-29
Puerto Montt,Chile,Senderismo por el Parque Nacional Alerce Andino,60.000 CL$,CLP,3 opiniones,38 viajeros,Angelmo Tours,turismoangelmotour@gmail.com,987426089,"Razón social: Nelson Enrique Gaete Quezada | Domicilio Social: Calle A 496, Puerto Montt, Chile",https://www.civitatis.com/es/puerto-montt/senderismo-parque-alerce-andino/,2026-01-29
Puerto Montt,Chile,"Excursión a Chiloé: Quemchi, Dalcahue y Castro",58.840 CL$,CLP,65 opiniones,545 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/excursion-isla-chiloe/,2026-01-29
Puerto Montt,Chile,Traslados en Puerto Montt,"58.924,07 CL$",CLP,24 opiniones,403 viajeros,N/A,N/A,N/A,N/A,https://www.civitatis.com/es/puerto-montt/traslados/,2026-01-29
Puerto Montt,Chile,Tour por Puerto Varas y Puerto Montt,27.694 CL$,CLP,34 opiniones,603 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/tour-puerto-varas-puerto-montt/,2026-01-29
Puerto Montt,Chile,"Excursión a Chacao, Ancud y las playas de Chiloé",56.094 CL$,CLP,10 opiniones,175 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/tour-ancud-chiloe/,2026-01-29
Puerto Montt,Chile,Tour por los pueblos de la Carretera Austral,42.000 CL$,CLP,18 opiniones,284 viajeros,Angelmo Tours,turismoangelmotour@gmail.com,987426089,"Razón social: Nelson Enrique Gaete Quezada | Domicilio Social: Calle A 496, Puerto Montt, Chile",https://www.civitatis.com/es/puerto-montt/tour-pueblos-carretera-austral/,2026-01-29
Puerto Montt,Chile,Excursión al estuario de Reloncaví y el lago Tagua Tagua,45.000 CL$,CLP,18 opiniones,208 viajeros,Angelmo Tours,turismoangelmotour@gmail.com,987426089,"Razón social: Nelson Enrique Gaete Quezada | Domicilio Social: Calle A 496, Puerto Montt, Chile",https://www.civitatis.com/es/puerto-montt/excursion-estuario-reloncavi-lago-tagua/,2026-01-29
Puerto Montt,Chile,Tarjeta eSIM Civitatis Chile,"4.547,44 CL$",CLP,41 opiniones,817 viajeros,Airalo,Partnerships.Europe_CIS@airalo.com,,"Razón social: AirGSM Pte. Ltd. | Domicilio Social: 6 Raffles Boulevard, Marina Square #03-308, Singapore 039594, Singapur, Singapur",https://www.civitatis.com/es/tarjeta-esim-chile/,2026-01-29
Puerto Montt,Chile,Excursión al volcán Osorno,"28.746,70 CL$",CLP,9 opiniones,104 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/excursion-volcan-osorno/,2026-01-29
Puerto Montt,Chile,Excursión privada a Valdivia,562.214 CL$,CLP,1 opinión,24 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/excursion-valdivia/,2026-01-29
Puerto Montt,Chile,"Tour privado por Puerto Varas, Nueva Braunau y Lahuen Ñadi",196.867 CL$,CLP,Sin valorar,18 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/puerto-varas-nueva-braunau-lahuen-nadi/,2026-01-29
Puerto Montt,Chile,Excursión a las Termas del Sol,55.214 CL$,CLP,Sin valorar,43 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/excursion-ralun-cochamo-termas-sol/,2026-01-29
Puerto Montt,Chile,Excursión privada a la isla Calbuco,343.534 CL$,CLP,Sin valorar,4 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/excursion-isla-calbuco/,2026-01-29
Puerto Montt,Chile,Avistamiento de aves en la Carretera Austral,40.000 CL$,CLP,Sin valorar,2 viajeros,Angelmo Tours,turismoangelmotour@gmail.com,987426089,"Razón social: Nelson Enrique Gaete Quezada | Domicilio Social: Calle A 496, Puerto Montt, Chile",https://www.civitatis.com/es/puerto-montt/avistamiento-aves-carretera-austral/,2026-01-29
Puerto Montt,Chile,Tour por Maullín + Avistamiento de aves en Quenuir Bajo,130.000 CL$,CLP,Sin valorar,1 viajero,Angelmo Tours,turismoangelmotour@gmail.com,987426089,"Razón social: Nelson Enrique Gaete Quezada | Domicilio Social: Calle A 496, Puerto Montt, Chile",https://www.civitatis.com/es/puerto-montt/maullin-avistamiento-aves-quenuir-bajo/,2026-01-29
Puerto Montt,Chile,Excursión a los Saltos de Petrohué y Puerto Varas para cruceros,"81.853,99 CL$",CLP,Sin valorar,19 viajeros,Yellow Penguin,diego@southexperiences.com,+5493516833119,"Razón social: DIEGO FRIEDMANN JOFFE | Domicilio Social: Siracusa 2235, Montevideo, Uruguay",https://www.civitatis.com/es/puerto-montt/excursion-petrohue-puerto-varas-cruceros/,2026-01-29
Puerto Montt,Chile,"Cascada La Escondida, Coihue de los Columpios y Cochamó",49.000 CL$,CLP,5 opiniones,79 viajeros,Angelmo Tours,turismoangelmotour@gmail.com,987426089,"Razón social: Nelson Enrique Gaete Quezada | Domicilio Social: Calle A 496, Puerto Montt, Chile",https://www.civitatis.com/es/puerto-montt/cascada-escondida-coihue-columpios-cochamo/,2026-01-29
Puerto Montt,Chile,Tour privado por Puerto Varas y Puerto Montt,142.787 CL$,CLP,2 opiniones,90 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/tour-privado-puerto-varas-puerto-montt/,2026-01-29
Puerto Montt,Chile,Excursión privada desde Puerto Montt,190.947 CL$,CLP,4 opiniones,52 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-montt/excursion-privada-puerto-montt/,2026-01-29
Pucón,Chile,Trekking por el volcán Villarrica,200.000 CL$,CLP,Sin valorar,22 viajeros,Glow Experience,glowexperiencepucon@gmail.com,940876596,"Razón social: GLORIA DEL CARMEN MIRANDA ZUÑIGA | Domicilio Social: VARIANTE INTERNACIONAL 1228, Pucón, Chile",https://www.civitatis.com/es/pucon/trekking-volcan-villarrica/,2026-01-29
